action,event_pk,rn,date,work_area,organization,survey,sampling_bout,site_id,source,project_specific_id,hakai_id,line_out_depth_range,collected,preserved,analyzed,acidified,volume,lab_technician,filter_portion,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,analyzing_lab,row_flag,quality_level,comments,quality_log
,427853,2,2018-08-29,QUADRA,HAKAI,QOMA5,2,QU39,M,,QF6129,030,2018-08-29T17:32:12.000Z,2018-08-29T21:06:33.000Z,,,5000,bryn.fedje,1,123,,47,GF/F,,Submitted,Technicianm,,1: Event QC'd by CO2: Sample Metadata QCd by EJ
,428236,1,2018-09-04,QUADRA,HAKAI,QOMA1,2,QU39,M,,QF6130,030,2018-09-04T17:16:07.000Z,2018-09-04T22:00:28.000Z,,,5000,carrie.weekes;emma.myers,1,123,,47,GF/F,,Submitted,Technicianm,,1: Event metadata QCd by EJ2: Sample Metadata QCd by EJ
,428236,2,2018-09-04,QUADRA,HAKAI,QOMA1,2,QU39,M,,QF6131,030,2018-09-04T17:16:07.000Z,2018-09-04T22:00:28.000Z,,,5000,carrie.weekes;emma.myers,1,122.3,,47,GF/F,,Submitted,Technicianm,,1: Event metadata QCd by EJ2: Sample Metadata QCd by EJ
,430712,1,2018-09-13,QUADRA,HAKAI,QOMA5,2,QU39,M,,QF6132,030,2018-09-13T16:13:38.000Z,2018-09-13T19:35:15.000Z,,,4800,chris.osullivan;eva.jordison,1,122.2,,47,GF/F,,Submitted,Technicianm,,1: Event metadata QC'd by CM2: Sample metadata QC'd by CM
,430712,2,2018-09-13,QUADRA,HAKAI,QOMA5,2,QU39,M,,QF6133,030,2018-09-13T16:13:38.000Z,2018-09-13T19:35:15.000Z,,,4800,chris.osullivan;eva.jordison,1,122.5,,47,GF/F,,Submitted,Technicianm,,1: Event metadata QC'd by CM2: Sample metadata QC'd by CM
,431343,1,2018-09-18,QUADRA,HAKAI,QOMA1,2,QU39,M,,QF6136,030,2018-09-18T16:05:55.000Z,2018-09-18T18:41:42.000Z,,,5000,carrie.weekes;eva.jordison;rebecca.piercey,1,121.9,,47,GF/F,,Submitted,Technicianm,,1: Event QC'd by EM2: Sample metadata QC'd by CM
,431343,2,2018-09-18,QUADRA,HAKAI,QOMA1,2,QU39,M,,QF6137,030,2018-09-18T16:05:55.000Z,2018-09-18T18:41:42.000Z,,,5000,carrie.weekes;eva.jordison;rebecca.piercey,1,122.5,,47,GF/F,,Submitted,Technicianm,,1: Event QC'd by EM2: Sample metadata QC'd by CM
,433093,1,2018-09-25,QUADRA,HAKAI,QOMA5,2,QU39,M,,QF6138,030,2018-09-25T17:29:08.000Z,2018-09-25T21:23:40.000Z,,,4900,chris.mackenzie,1,123.6,,47,GF/F,,Submitted,Technicianm,,1: Event QC'd by CO2: Sample metadata QC'd by CM
,433093,2,2018-09-25,QUADRA,HAKAI,QOMA5,2,QU39,M,,QF6139,030,2018-09-25T17:29:08.000Z,2018-09-25T21:23:40.000Z,,,5000,chris.mackenzie,1,124.1,,47,GF/F,,Submitted,Technicianm,,1: Event QC'd by CO2: Sample metadata QC'd by CM
,435173,1,2018-10-04,QUADRA,HAKAI,QOMA1,2,QU39,M,,QF6140,030,2018-10-04T17:14:27.000Z,2018-10-04T17:58:03.000Z,,,4950,chris.osullivan;katie.pocock;rebecca.piercey,1,122.8,,47,GF/F,,Submitted,Technicianm,,1: Event Metadata QCd by EJ2: Sample metadata QC'd by CM
,435173,2,2018-10-04,QUADRA,HAKAI,QOMA1,2,QU39,M,,QF6141,030,2018-10-04T17:14:27.000Z,2018-10-04T17:58:03.000Z,,,4950,chris.osullivan;katie.pocock;rebecca.piercey,1,123.2,,47,GF/F,,Submitted,Technicianm,,1: Event Metadata QCd by EJ2: Sample metadata QC'd by CM
,435892,1,2018-10-09,QUADRA,HAKAI,QOMA5,2,QU39,M,,QF6142,030,2018-10-09T18:38:34.000Z,2018-10-09T21:09:33.000Z,,,4920,chris.mackenzie,1,124,,47,GF/F,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Sample metadata QC'd by CM
,435892,2,2018-10-09,QUADRA,HAKAI,QOMA5,2,QU39,M,,QF6143,030,2018-10-09T18:38:34.000Z,2018-10-09T21:09:33.000Z,,,4890,chris.mackenzie,1,123.6,,47,GF/F,,Collected,Technicianm,,1: Event metadata QC'd by EM2: Sample metadata QC'd by CM
,436771,1,2018-10-16,QUADRA,HAKAI,QOMA1,2,QU39,M,,QF6144,030,2018-10-16T17:24:38.000Z,2018-10-16T17:35:39.000Z,,,4925,bryn.fedje;carolyn.prentice;katie.pocock,1,123.8,,47,GF/F,,Collected,Technicianm,,1: Event metadata QCd by BF2: Sample metadata QC'd by CM
,436771,2,2018-10-16,QUADRA,HAKAI,QOMA1,2,QU39,M,,QF6145,030,2018-10-16T17:24:38.000Z,2018-10-16T17:35:39.000Z,,,5000,bryn.fedje;carolyn.prentice;katie.pocock,1,123.6,,47,GF/F,,Collected,Technicianm,,1: Event metadata QCd by BF2: Sample metadata QC'd by CM
,440214,1,2018-10-24,QUADRA,HAKAI,QOMA5,4,QU39,M,,QF6148,030,2018-10-24T17:42:06.000Z,2018-10-24T18:01:13.000Z,,,4900,carolyn.prentice;chris.osullivan;Lucy Quayle,1,122.8,,47,GF/F,,Collected,Technicianm,,1: Sample metadata QC'd by CM2: Sampling Event Metadata QC'd by CO
,440214,2,2018-10-24,QUADRA,HAKAI,QOMA5,4,QU39,M,,QF6149,030,2018-10-24T17:42:06.000Z,2018-10-24T18:01:13.000Z,,,4900,carolyn.prentice;chris.osullivan;Lucy Quayle,1,123,,47,GF/F,,Collected,Technicianm,,1: Sample metadata QC'd by CM2: Sampling Event Metadata QC'd by CO
,440206,1,2018-10-30,QUADRA,HAKAI,QOMA1,3,QU39,M,QF6150,QF6150,030,2018-10-30T16:53:27.000Z,2018-10-30T19:50:56.000Z,,,5000,bryn.fedje,1,122.3,,47,GFF,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Sample metadata QC'd by CM. Pre weights missing - does not matter - do not need to use weighed filters
,440206,2,2018-10-30,QUADRA,HAKAI,QOMA1,3,QU39,M,QF6151,QF6151,030,2018-10-30T16:53:27.000Z,2018-10-30T19:50:56.000Z,,,5000,bryn.fedje,1,123.1,,47,GFF,,Collected,Technicianm,,1: Event Metadata QCd by EJ2: Sample metadata QC'd by CM. Pre weights missing - does not matter - do not need to use weighed filters
,444270,1,2018-11-07,QUADRA,HAKAI,QOMA5,2,QU39,M,QF6152,QF6152,030,2018-11-07T17:03:14.000Z,2018-11-07T21:56:57.000Z,,,5000,bryn.fedje;chris.mackenzie;chris.osullivan,1,122,,47,GF/F,,Submitted,Technicianm,,1: Event metadata QC'd by EM2: Sample metadata QC'd by CM. Pre weights missing - does not matter - do not need to use weighed filters
,444270,2,2018-11-07,QUADRA,HAKAI,QOMA5,2,QU39,M,QF6153,QF6153,030,2018-11-07T17:03:14.000Z,2018-11-07T21:56:57.000Z,,,4920,bryn.fedje;chris.mackenzie;chris.osullivan,1,124.8,,47,GF/F,,Submitted,Technicianm,,1: Event metadata QC'd by EM2: Sample metadata QC'd by CM. Pre weights missing - does not matter - do not need to use weighed filters
,447194,1,2018-11-16,QUADRA,HAKAI,QOMA1,2,QU39,M,QF6154,QF6154,030,2018-11-16T18:40:03.000Z,2018-11-16T19:42:28.000Z,,,5000,bryn.fedje,1,123.3,,47,GF/F,,Submitted,Technicianm,,1: Event QC'd by EM2: Sample metadata QC'd by CM. Pre weights missing - does not matter - do not need to use weighed filters
,447194,2,2018-11-16,QUADRA,HAKAI,QOMA1,2,QU39,M,QF6155,QF6155,030,2018-11-16T18:40:03.000Z,2018-11-16T19:42:28.000Z,,,5030,bryn.fedje,1,122.9,,47,GF/F,,Submitted,Technicianm,,1: Event QC'd by EM2: physical sample says 5000ml3: Sample metadata QC'd by CM. Pre weights missing - does not matter - do not need to use weighed filters
,447191,1,2018-11-19,QUADRA,HAKAI,QOMA5,2,QU39,M,QF6158,QF6158,030,2018-11-19T19:25:44.000Z,2018-11-19T22:05:05.000Z,,,5000,chris.mackenzie;emma.myers,1,122.8,,47,GF/F,,Submitted,Technicianm,,1: Event QC'd by Em2: Sample metadata QC'd by CM. Pre weights missing - does not matter - do not need to use weighed filters
,447191,2,2018-11-19,QUADRA,HAKAI,QOMA5,2,QU39,M,QF6159,QF6159,030,2018-11-19T19:25:44.000Z,2018-11-19T22:05:05.000Z,,,5000,chris.mackenzie;emma.myers,1,124.9,,47,GF/F,,Submitted,Technicianm,,1: Event QC'd by Em2: Sample metadata QC'd by CM. Pre weights missing - does not matter - do not need to use weighed filters
,448974,1,2018-11-28,QUADRA,HAKAI,QOMA1,3,QU39,M,QF6160,QF6160,030,2018-11-28T18:53:05.000Z,2018-11-28T22:32:04.000Z,,,5000,bryn.fedje,1,124.9,,47,GF/F,,Submitted,Technicianm,,1: Event metadata QC'd by EM2: POMFA metadata QCd by BF
,448974,2,2018-11-28,QUADRA,HAKAI,QOMA1,3,QU39,M,QF6161,QF6161,030,2018-11-28T18:53:05.000Z,2018-11-28T22:32:04.000Z,,,5000,bryn.fedje,1,123.7,,47,GF/F,,Submitted,Technicianm,,1: Event metadata QC'd by EM2: POMFA metadata QCd by BF
,449769,1,2018-12-04,QUADRA,HAKAI,QOMA5,3,QU39,M,,QM1101,030,2018-12-04T17:44:24.000Z,2018-12-04T20:09:21.000Z,,,0,chris.mackenzie;chris.osullivan;rebecca.piercey,1,,,,,,Not Available,Technicianm,,1: No pom fa collected on this survey2: POM FA metadata QCd by BF
